,display_name,name,start_date,end_date,type
600857.XSHG,宁波中百,NBZB,1994-04-25,2200-01-01,stock
600858.XSHG,银座股份,YZGF,1994-05-06,2200-01-01,stock
600859.XSHG,王府井,WFJ,1994-05-06,2200-01-01,stock
600860.XSHG,京城股份,JCGF,1994-05-06,2200-01-01,stock
600861.XSHG,北京城乡,BJCX,1994-05-20,2200-01-01,stock
600862.XSHG,中航高科,ZHGK,1994-05-20,2200-01-01,stock
600863.XSHG,内蒙华电,NMHD,1994-05-20,2200-01-01,stock
600864.XSHG,哈投股份,HTGF,1994-08-09,2200-01-01,stock
600865.XSHG,百大集团,BDJT,1994-08-09,2200-01-01,stock
600866.XSHG,星湖科技,XHKJ,1994-08-18,2200-01-01,stock
600867.XSHG,通化东宝,THDB,1994-08-24,2200-01-01,stock
600868.XSHG,梅雁吉祥,MYJX,1994-09-12,2200-01-01,stock
600869.XSHG,智慧能源,ZHNY,1995-02-06,2200-01-01,stock
600870.XSHG,ST厦华,STSH,1995-02-28,2200-01-01,stock
600871.XSHG,石化油服,SHYF,1995-04-11,2200-01-01,stock
600872.XSHG,中炬高新,ZJGX,1995-01-24,2200-01-01,stock
600873.XSHG,梅花生物,MHSW,1995-02-17,2200-01-01,stock
600874.XSHG,创业环保,CYHB,1995-06-30,2200-01-01,stock
600875.XSHG,东方电气,DFDQ,1995-10-10,2200-01-01,stock
600876.XSHG,洛阳玻璃,LYBL,1995-10-31,2200-01-01,stock
600877.XSHG,*ST电能,*STDN,1995-10-13,2200-01-01,stock
600879.XSHG,航天电子,HTDZ,1995-11-15,2200-01-01,stock
600880.XSHG,博瑞传播,BRCB,1995-11-15,2200-01-01,stock
600881.XSHG,亚泰集团,YTJT,1995-11-15,2200-01-01,stock
600882.XSHG,妙可蓝多,MKLD,1995-12-06,2200-01-01,stock
600883.XSHG,博闻科技,BWKJ,1995-12-08,2200-01-01,stock
600884.XSHG,杉杉股份,SSGF,1996-01-30,2200-01-01,stock
600885.XSHG,宏发股份,HFGF,1996-02-05,2200-01-01,stock
600886.XSHG,国投电力,GTDL,1996-01-18,2200-01-01,stock
600887.XSHG,伊利股份,YLGF,1996-03-12,2200-01-01,stock
600888.XSHG,新疆众和,XJZH,1996-02-15,2200-01-01,stock
600889.XSHG,南京化纤,NJHX,1996-03-08,2200-01-01,stock
600890.XSHG,中房股份,ZFGF,1996-03-18,2200-01-01,stock
600891.XSHG,*ST秋林,*STQL,1996-03-25,2200-01-01,stock
600892.XSHG,大晟文化,DSWH,1996-03-15,2200-01-01,stock
600893.XSHG,航发动力,HFDL,1996-04-08,2200-01-01,stock
600894.XSHG,广日股份,GRGF,1996-03-28,2200-01-01,stock
600895.XSHG,张江高科,ZJGK,1996-04-22,2200-01-01,stock
600896.XSHG,览海投资,LHTZ,1996-05-03,2200-01-01,stock
600897.XSHG,厦门空港,SMKG,1996-05-31,2200-01-01,stock
600898.XSHG,国美通讯,GMTX,1996-04-18,2200-01-01,stock
600899.XSHG,*ST信联,*STXL,1996-04-26,2005-09-21,stock
600900.XSHG,长江电力,CJDL,2003-11-18,2200-01-01,stock
600901.XSHG,江苏租赁,JSZL,2018-03-01,2200-01-01,stock
600903.XSHG,贵州燃气,GZRQ,2017-11-07,2200-01-01,stock
600908.XSHG,无锡银行,WXYH,2016-09-23,2200-01-01,stock
600909.XSHG,华安证券,HAZQ,2016-12-06,2200-01-01,stock
600917.XSHG,重庆燃气,ZQRQ,2014-09-30,2200-01-01,stock
600919.XSHG,江苏银行,JSYH,2016-08-02,2200-01-01,stock
600926.XSHG,杭州银行,HZYH,2016-10-27,2200-01-01,stock
600928.XSHG,西安银行,XAYH,2019-03-01,2200-01-01,stock
600929.XSHG,湖南盐业,HNYY,2018-03-26,2200-01-01,stock
600933.XSHG,爱柯迪,AKD,2017-11-17,2200-01-01,stock
600936.XSHG,广西广电,GXGD,2016-08-15,2200-01-01,stock
600939.XSHG,重庆建工,ZQJG,2017-02-21,2200-01-01,stock
600958.XSHG,东方证券,DFZQ,2015-03-23,2200-01-01,stock
600959.XSHG,江苏有线,JSYX,2015-04-28,2200-01-01,stock
600960.XSHG,渤海汽车,BHQC,2004-04-07,2200-01-01,stock
600961.XSHG,株冶集团,ZYJT,2004-08-30,2200-01-01,stock
600962.XSHG,国投中鲁,GTZL,2004-06-22,2200-01-01,stock
600963.XSHG,岳阳林纸,YYLZ,2004-05-25,2200-01-01,stock
600965.XSHG,福成股份,FCGF,2004-07-13,2200-01-01,stock
600966.XSHG,博汇纸业,BHZY,2004-06-08,2200-01-01,stock
600967.XSHG,内蒙一机,NMYJ,2004-05-18,2200-01-01,stock
600968.XSHG,海油发展,HYFZ,2019-06-26,2200-01-01,stock
600969.XSHG,郴电国际,CDGJ,2004-04-08,2200-01-01,stock
600970.XSHG,中材国际,ZCGJ,2005-04-12,2200-01-01,stock
600971.XSHG,恒源煤电,HYMD,2004-08-17,2200-01-01,stock
600973.XSHG,宝胜股份,BSGF,2004-08-02,2200-01-01,stock
600975.XSHG,新五丰,XWF,2004-06-09,2200-01-01,stock
600976.XSHG,健民集团,JMJT,2004-04-19,2200-01-01,stock
600977.XSHG,中国电影,ZGDY,2016-08-09,2200-01-01,stock
600978.XSHG,宜华生活,YHSH,2004-08-24,2200-01-01,stock
600979.XSHG,广安爱众,GAAZ,2004-09-06,2200-01-01,stock
600980.XSHG,北矿科技,BKKJ,2004-05-12,2200-01-01,stock
600981.XSHG,汇鸿集团,HHJT,2004-06-30,2200-01-01,stock
600982.XSHG,宁波热电,NBRD,2004-07-06,2200-01-01,stock
600983.XSHG,惠而浦,HEP,2004-07-27,2200-01-01,stock
600984.XSHG,建设机械,JSJX,2004-07-07,2200-01-01,stock
600985.XSHG,淮北矿业,HBKY,2004-04-28,2200-01-01,stock
600986.XSHG,科达股份,KDGF,2004-04-26,2200-01-01,stock
600987.XSHG,航民股份,HMGF,2004-08-09,2200-01-01,stock
600988.XSHG,赤峰黄金,CFHJ,2004-04-14,2200-01-01,stock
600989.XSHG,宝丰能源,BFNY,2019-05-16,2200-01-01,stock
600990.XSHG,四创电子,SCDZ,2004-05-10,2200-01-01,stock
600991.XSHG,广汽长丰,GQCF,2004-06-14,2012-03-20,stock
600992.XSHG,贵绳股份,GSGF,2004-05-14,2200-01-01,stock
600993.XSHG,马应龙,MYL,2004-05-17,2200-01-01,stock
600995.XSHG,文山电力,WSDL,2004-06-15,2200-01-01,stock
600996.XSHG,贵广网络,GGWL,2016-12-26,2200-01-01,stock
600997.XSHG,开滦股份,KLGF,2004-06-02,2200-01-01,stock
600998.XSHG,九州通,JZT,2010-11-02,2200-01-01,stock
600999.XSHG,招商证券,ZSZQ,2009-11-17,2200-01-01,stock
601000.XSHG,唐山港,TSG,2010-07-05,2200-01-01,stock
601001.XSHG,大同煤业,DTMY,2006-06-23,2200-01-01,stock
601002.XSHG,晋亿实业,JYSY,2007-01-26,2200-01-01,stock
601003.XSHG,柳钢股份,LGGF,2007-02-27,2200-01-01,stock
601005.XSHG,重庆钢铁,ZQGT,2007-02-28,2200-01-01,stock
601006.XSHG,大秦铁路,DQTL,2006-08-01,2200-01-01,stock
601007.XSHG,金陵饭店,JLFD,2007-04-06,2200-01-01,stock
601008.XSHG,连云港,LYG,2007-04-26,2200-01-01,stock
601009.XSHG,南京银行,NJYH,2007-07-19,2200-01-01,stock
601010.XSHG,文峰股份,WFGF,2011-06-03,2200-01-01,stock
601011.XSHG,宝泰隆,BTL,2011-03-09,2200-01-01,stock
601012.XSHG,隆基股份,LJGF,2012-04-11,2200-01-01,stock
601015.XSHG,陕西黑猫,SXHM,2014-11-05,2200-01-01,stock
601016.XSHG,节能风电,JNFD,2014-09-29,2200-01-01,stock
601018.XSHG,宁波港,NBG,2010-09-28,2200-01-01,stock
601019.XSHG,山东出版,SDCB,2017-11-22,2200-01-01,stock
601020.XSHG,华钰矿业,HYKY,2016-03-16,2200-01-01,stock
601021.XSHG,春秋航空,CQHK,2015-01-21,2200-01-01,stock
601028.XSHG,玉龙股份,YLGF,2011-11-07,2200-01-01,stock
601038.XSHG,一拖股份,YTGF,2012-08-08,2200-01-01,stock
601058.XSHG,赛轮轮胎,SLLT,2011-06-30,2200-01-01,stock
601066.XSHG,中信建投,ZXJT,2018-06-20,2200-01-01,stock
601068.XSHG,中铝国际,ZLGJ,2018-08-31,2200-01-01,stock
601069.XSHG,西部黄金,XBHJ,2015-01-22,2200-01-01,stock
601086.XSHG,国芳集团,GFJT,2017-09-29,2200-01-01,stock
601088.XSHG,中国神华,ZGSH,2007-10-09,2200-01-01,stock
601098.XSHG,中南传媒,ZNCM,2010-10-28,2200-01-01,stock
601099.XSHG,太平洋,TPY,2007-12-28,2200-01-01,stock
601100.XSHG,恒立液压,HLYY,2011-10-28,2200-01-01,stock
601101.XSHG,昊华能源,HHNY,2010-03-31,2200-01-01,stock
601106.XSHG,中国一重,ZGYZ,2010-02-09,2200-01-01,stock
601107.XSHG,四川成渝,SCCY,2009-07-27,2200-01-01,stock
601108.XSHG,财通证券,CTZQ,2017-10-24,2200-01-01,stock
601111.XSHG,中国国航,ZGGH,2006-08-18,2200-01-01,stock
601113.XSHG,ST华鼎,STHD,2011-05-09,2200-01-01,stock
601116.XSHG,三江购物,SJGW,2011-03-02,2200-01-01,stock
601117.XSHG,中国化学,ZGHX,2010-01-07,2200-01-01,stock
601118.XSHG,海南橡胶,HNXJ,2011-01-07,2200-01-01,stock
601126.XSHG,四方股份,SFGF,2010-12-31,2200-01-01,stock
601127.XSHG,小康股份,XKGF,2016-06-15,2200-01-01,stock
601128.XSHG,常熟银行,CSYH,2016-09-30,2200-01-01,stock
601137.XSHG,博威合金,BWHJ,2011-01-27,2200-01-01,stock
601138.XSHG,工业富联,GYFL,2018-06-08,2200-01-01,stock
601139.XSHG,深圳燃气,SZRQ,2009-12-25,2200-01-01,stock
601155.XSHG,新城控股,XCKG,2015-12-04,2200-01-01,stock
601158.XSHG,重庆水务,ZQSW,2010-03-29,2200-01-01,stock
601162.XSHG,天风证券,TFZQ,2018-10-19,2200-01-01,stock
601163.XSHG,三角轮胎,SJLT,2016-09-09,2200-01-01,stock
601166.XSHG,兴业银行,XYYH,2007-02-05,2200-01-01,stock
601168.XSHG,西部矿业,XBKY,2007-07-12,2200-01-01,stock
601169.XSHG,北京银行,BJYH,2007-09-19,2200-01-01,stock
601177.XSHG,杭齿前进,HCQJ,2010-10-11,2200-01-01,stock
601179.XSHG,中国西电,ZGXD,2010-01-28,2200-01-01,stock
601186.XSHG,中国铁建,ZGTJ,2008-03-10,2200-01-01,stock
601188.XSHG,龙江交通,LJJT,2010-03-19,2200-01-01,stock
601198.XSHG,东兴证券,DXZQ,2015-02-26,2200-01-01,stock
601199.XSHG,江南水务,JNSW,2011-03-17,2200-01-01,stock
601200.XSHG,上海环境,SHHJ,2017-03-31,2200-01-01,stock
601208.XSHG,东材科技,DCKJ,2011-05-20,2200-01-01,stock
601211.XSHG,国泰君安,GTJA,2015-06-26,2200-01-01,stock
601212.XSHG,白银有色,BYYS,2017-02-15,2200-01-01,stock
601216.XSHG,君正集团,JZJT,2011-02-22,2200-01-01,stock
601218.XSHG,吉鑫科技,JXKJ,2011-05-06,2200-01-01,stock
601222.XSHG,林洋能源,LYNY,2011-08-08,2200-01-01,stock
601225.XSHG,陕西煤业,SXMY,2014-01-28,2200-01-01,stock
601226.XSHG,华电重工,HDZG,2014-12-11,2200-01-01,stock
601228.XSHG,广州港,GZG,2017-03-29,2200-01-01,stock
601229.XSHG,上海银行,SHYH,2016-11-16,2200-01-01,stock
601231.XSHG,环旭电子,HXDZ,2012-02-20,2200-01-01,stock
601233.XSHG,桐昆股份,TKGF,2011-05-18,2200-01-01,stock
601236.XSHG,红塔证券,HTZQ,2019-07-05,2200-01-01,stock
601238.XSHG,广汽集团,GQJT,2012-03-29,2200-01-01,stock
601258.XSHG,*ST庞大,*STPD,2011-04-28,2200-01-01,stock
601268.XSHG,*ST二重,*STEZ,2010-02-02,2015-05-21,stock
601288.XSHG,农业银行,NYYH,2010-07-15,2200-01-01,stock
601298.XSHG,青岛港,QDG,2019-01-21,2200-01-01,stock
601299.XSHG,中国北车,ZGBC,2009-12-29,2015-05-20,stock
601311.XSHG,骆驼股份,LTGF,2011-06-02,2200-01-01,stock
601313.XSHG,江南嘉捷,JNJJ,2012-01-16,2018-02-27,stock
601318.XSHG,中国平安,ZGPA,2007-03-01,2200-01-01,stock
601319.XSHG,中国人保,ZGRB,2018-11-16,2200-01-01,stock
601326.XSHG,秦港股份,QGGF,2017-08-16,2200-01-01,stock
601328.XSHG,交通银行,JTYH,2007-05-15,2200-01-01,stock
601330.XSHG,绿色动力,LSDL,2018-06-11,2200-01-01,stock
601333.XSHG,广深铁路,GSTL,2006-12-22,2200-01-01,stock
601336.XSHG,新华保险,XHBX,2011-12-16,2200-01-01,stock
601339.XSHG,百隆东方,BLDF,2012-06-12,2200-01-01,stock
601360.XSHG,三六零,SLL,2012-01-16,2200-01-01,stock
601366.XSHG,利群股份,LQGF,2017-04-12,2200-01-01,stock
601368.XSHG,绿城水务,LCSW,2015-06-12,2200-01-01,stock
601369.XSHG,陕鼓动力,SGDL,2010-04-28,2200-01-01,stock
601375.XSHG,中原证券,ZYZQ,2017-01-03,2200-01-01,stock
601377.XSHG,兴业证券,XYZQ,2010-10-13,2200-01-01,stock
601388.XSHG,怡球资源,YQZY,2012-04-23,2200-01-01,stock
601390.XSHG,中国中铁,ZGZT,2007-12-03,2200-01-01,stock
601398.XSHG,工商银行,GSYH,2006-10-27,2200-01-01,stock
601500.XSHG,通用股份,TYGF,2016-09-19,2200-01-01,stock
601515.XSHG,东风股份,DFGF,2012-02-16,2200-01-01,stock
601518.XSHG,吉林高速,JLGS,2010-03-19,2200-01-01,stock
601519.XSHG,大智慧,DZH,2011-01-28,2200-01-01,stock
601555.XSHG,东吴证券,DWZQ,2011-12-12,2200-01-01,stock
601558.XSHG,ST锐电,STRD,2011-01-13,2200-01-01,stock
601566.XSHG,九牧王,JMW,2011-05-30,2200-01-01,stock
601567.XSHG,三星医疗,SXYL,2011-06-15,2200-01-01,stock
601577.XSHG,长沙银行,CSYH,2018-09-26,2200-01-01,stock
601579.XSHG,会稽山,HJS,2014-08-25,2200-01-01,stock
601588.XSHG,北辰实业,BCSY,2006-10-16,2200-01-01,stock
601595.XSHG,上海电影,SHDY,2016-08-17,2200-01-01,stock
601598.XSHG,中国外运,ZGWY,2019-01-18,2200-01-01,stock
601599.XSHG,鹿港文化,LGWH,2011-05-27,2200-01-01,stock
601600.XSHG,中国铝业,ZGLY,2007-04-30,2200-01-01,stock
601601.XSHG,中国太保,ZGTB,2007-12-25,2200-01-01,stock
601606.XSHG,长城军工,CCJG,2018-08-06,2200-01-01,stock
601607.XSHG,上海医药,SHYY,2010-03-09,2200-01-01,stock
601608.XSHG,中信重工,ZXZG,2012-07-06,2200-01-01,stock
601611.XSHG,中国核建,ZGHJ,2016-06-06,2200-01-01,stock
601615.XSHG,明阳智能,MYZN,2019-01-23,2200-01-01,stock
601616.XSHG,广电电气,GDDQ,2011-02-01,2200-01-01,stock
601618.XSHG,中国中冶,ZGZY,2009-09-21,2200-01-01,stock
601619.XSHG,嘉泽新能,JZXN,2017-07-20,2200-01-01,stock
601628.XSHG,中国人寿,ZGRS,2007-01-09,2200-01-01,stock
601633.XSHG,长城汽车,CCQC,2011-09-28,2200-01-01,stock
601636.XSHG,旗滨集团,QBJT,2011-08-12,2200-01-01,stock
601666.XSHG,平煤股份,PMGF,2006-11-23,2200-01-01,stock
601668.XSHG,中国建筑,ZGJZ,2009-07-29,2200-01-01,stock
601669.XSHG,中国电建,ZGDJ,2011-10-18,2200-01-01,stock
601677.XSHG,明泰铝业,MTLY,2011-09-19,2200-01-01,stock
601678.XSHG,滨化股份,BHGF,2010-02-23,2200-01-01,stock
601688.XSHG,华泰证券,HTZQ,2010-02-26,2200-01-01,stock
601689.XSHG,拓普集团,TPJT,2015-03-19,2200-01-01,stock
601698.XSHG,中国卫通,ZGWT,2019-06-28,2200-01-01,stock
601699.XSHG,潞安环能,LAHN,2006-09-22,2200-01-01,stock
601700.XSHG,风范股份,FFGF,2011-01-18,2200-01-01,stock
601717.XSHG,郑煤机,ZMJ,2010-08-03,2200-01-01,stock
601718.XSHG,际华集团,JHJT,2010-08-16,2200-01-01,stock
601727.XSHG,上海电气,SHDQ,2008-12-05,2200-01-01,stock
601766.XSHG,中国中车,ZGZC,2008-08-18,2200-01-01,stock
601777.XSHG,力帆股份,LFGF,2010-11-25,2200-01-01,stock
601788.XSHG,光大证券,GDZQ,2009-08-18,2200-01-01,stock
601789.XSHG,宁波建工,NBJG,2011-08-16,2200-01-01,stock
601798.XSHG,ST蓝科,STLK,2011-06-22,2200-01-01,stock
601799.XSHG,星宇股份,XYGF,2011-02-01,2200-01-01,stock
601800.XSHG,中国交建,ZGJJ,2012-03-09,2200-01-01,stock
601801.XSHG,皖新传媒,WXCM,2010-01-18,2200-01-01,stock
601808.XSHG,中海油服,ZHYF,2007-09-28,2200-01-01,stock
601811.XSHG,新华文轩,XHWX,2016-08-08,2200-01-01,stock
601818.XSHG,光大银行,GDYH,2010-08-18,2200-01-01,stock
601828.XSHG,美凯龙,MKL,2018-01-17,2200-01-01,stock
601838.XSHG,成都银行,CDYH,2018-01-31,2200-01-01,stock
601857.XSHG,中国石油,ZGSY,2007-11-05,2200-01-01,stock
601858.XSHG,中国科传,ZGKC,2017-01-18,2200-01-01,stock
601860.XSHG,紫金银行,ZJYH,2019-01-03,2200-01-01,stock
601865.XSHG,福莱特,FLT,2019-02-15,2200-01-01,stock
601866.XSHG,中远海发,ZYHF,2007-12-12,2200-01-01,stock
601869.XSHG,长飞光纤,CFGQ,2018-07-20,2200-01-01,stock
601872.XSHG,招商轮船,ZSLC,2006-12-01,2200-01-01,stock
601877.XSHG,正泰电器,ZTDQ,2010-01-21,2200-01-01,stock
601878.XSHG,浙商证券,ZSZQ,2017-06-26,2200-01-01,stock
601880.XSHG,大连港,DLG,2010-12-06,2200-01-01,stock
601881.XSHG,中国银河,ZGYH,2017-01-23,2200-01-01,stock
601882.XSHG,海天精工,HTJG,2016-11-07,2200-01-01,stock
601886.XSHG,江河集团,JHJT,2011-08-18,2200-01-01,stock
601888.XSHG,中国国旅,ZGGL,2009-10-15,2200-01-01,stock
601890.XSHG,亚星锚链,YXML,2010-12-28,2200-01-01,stock
601898.XSHG,中煤能源,ZMNY,2008-02-01,2200-01-01,stock
601899.XSHG,紫金矿业,ZJKY,2008-04-25,2200-01-01,stock
601900.XSHG,南方传媒,NFCM,2016-02-15,2200-01-01,stock
601901.XSHG,方正证券,FZZQ,2011-08-10,2200-01-01,stock
601908.XSHG,京运通,JYT,2011-09-08,2200-01-01,stock
601918.XSHG,新集能源,XJNY,2007-12-19,2200-01-01,stock
601919.XSHG,中远海控,ZYHK,2007-06-26,2200-01-01,stock
601928.XSHG,凤凰传媒,FHCM,2011-11-30,2200-01-01,stock
601929.XSHG,吉视传媒,JSCM,2012-02-23,2200-01-01,stock
601933.XSHG,永辉超市,YHCS,2010-12-15,2200-01-01,stock
601939.XSHG,建设银行,JSYH,2007-09-25,2200-01-01,stock
601949.XSHG,中国出版,ZGCB,2017-08-21,2200-01-01,stock
601952.XSHG,苏垦农发,SKNF,2017-05-15,2200-01-01,stock
601958.XSHG,金钼股份,JMGF,2008-04-17,2200-01-01,stock
601965.XSHG,中国汽研,ZGQY,2012-06-11,2200-01-01,stock
601966.XSHG,玲珑轮胎,LLLT,2016-07-06,2200-01-01,stock
601968.XSHG,宝钢包装,BGBZ,2015-06-11,2200-01-01,stock
601969.XSHG,海南矿业,HNKY,2014-12-09,2200-01-01,stock
601975.XSHG,招商南油,ZSNY,2019-01-08,2200-01-01,stock
601985.XSHG,中国核电,ZGHD,2015-06-10,2200-01-01,stock
601988.XSHG,中国银行,ZGYH,2006-07-05,2200-01-01,stock
601989.XSHG,中国重工,ZGZG,2009-12-16,2200-01-01,stock
601990.XSHG,南京证券,NJZQ,2018-06-13,2200-01-01,stock
601991.XSHG,大唐发电,DTFD,2006-12-20,2200-01-01,stock
601992.XSHG,金隅集团,JYJT,2011-03-01,2200-01-01,stock
601996.XSHG,丰林集团,FLJT,2011-09-29,2200-01-01,stock
601997.XSHG,贵阳银行,GYYH,2016-08-16,2200-01-01,stock
601998.XSHG,中信银行,ZXYH,2007-04-27,2200-01-01,stock
601999.XSHG,出版传媒,CBCM,2007-12-21,2200-01-01,stock
603000.XSHG,人民网,RMW,2012-04-27,2200-01-01,stock
603001.XSHG,奥康国际,AKGJ,2012-04-26,2200-01-01,stock
603002.XSHG,宏昌电子,HCDZ,2012-05-18,2200-01-01,stock
603003.XSHG,龙宇燃油,LYRY,2012-08-17,2200-01-01,stock
603005.XSHG,晶方科技,JFKJ,2014-02-10,2200-01-01,stock
603006.XSHG,联明股份,LMGF,2014-06-30,2200-01-01,stock
603007.XSHG,花王股份,HWGF,2016-08-26,2200-01-01,stock
603008.XSHG,喜临门,XLM,2012-07-17,2200-01-01,stock
603009.XSHG,北特科技,BTKJ,2014-07-18,2200-01-01,stock
603010.XSHG,万盛股份,WSGF,2014-10-10,2200-01-01,stock
603011.XSHG,合锻智能,HDZN,2014-11-07,2200-01-01,stock
603012.XSHG,创力集团,CLJT,2015-03-20,2200-01-01,stock
603013.XSHG,亚普股份,YPGF,2018-05-09,2200-01-01,stock
603015.XSHG,弘讯科技,HXKJ,2015-03-03,2200-01-01,stock
603016.XSHG,新宏泰,XHT,2016-07-01,2200-01-01,stock
603017.XSHG,中衡设计,ZHSJ,2014-12-31,2200-01-01,stock
603018.XSHG,中设集团,ZSJT,2014-10-13,2200-01-01,stock
603019.XSHG,中科曙光,ZKSG,2014-11-06,2200-01-01,stock
603020.XSHG,爱普股份,APGF,2015-03-25,2200-01-01,stock
603021.XSHG,山东华鹏,SDHP,2015-04-23,2200-01-01,stock
603022.XSHG,新通联,XTL,2015-05-18,2200-01-01,stock
603023.XSHG,威帝股份,WDGF,2015-05-27,2200-01-01,stock
603025.XSHG,大豪科技,DHKJ,2015-04-22,2200-01-01,stock
603026.XSHG,石大胜华,SDSH,2015-05-29,2200-01-01,stock
603027.XSHG,千禾味业,QHWY,2016-03-07,2200-01-01,stock
603028.XSHG,赛福天,SFT,2016-03-31,2200-01-01,stock
603029.XSHG,天鹅股份,TEGF,2016-04-27,2200-01-01,stock
603030.XSHG,全筑股份,QZGF,2015-03-20,2200-01-01,stock
603031.XSHG,安德利,ADL,2016-08-22,2200-01-01,stock
603032.XSHG,德新交运,DXJY,2017-01-05,2200-01-01,stock
603033.XSHG,三维股份,SWGF,2016-12-07,2200-01-01,stock
603035.XSHG,常熟汽饰,CSQS,2017-01-05,2200-01-01,stock
603036.XSHG,如通股份,RTGF,2016-12-09,2200-01-01,stock
603037.XSHG,凯众股份,KZGF,2017-01-20,2200-01-01,stock
603038.XSHG,华立股份,HLGF,2017-01-16,2200-01-01,stock
603039.XSHG,泛微网络,FWWL,2017-01-13,2200-01-01,stock
603040.XSHG,新坐标,XZB,2017-02-09,2200-01-01,stock
603041.XSHG,美思德,MSD,2017-03-30,2200-01-01,stock
603042.XSHG,华脉科技,HMKJ,2017-06-02,2200-01-01,stock
603043.XSHG,广州酒家,GZJJ,2017-06-27,2200-01-01,stock
603045.XSHG,福达合金,FDHJ,2018-05-17,2200-01-01,stock
603050.XSHG,科林电气,KLDQ,2017-04-14,2200-01-01,stock
603055.XSHG,台华新材,THXC,2017-09-21,2200-01-01,stock
603056.XSHG,德邦股份,DBGF,2018-01-16,2200-01-01,stock
603058.XSHG,永吉股份,YJGF,2016-12-23,2200-01-01,stock
603059.XSHG,倍加洁,BJJ,2018-03-02,2200-01-01,stock
603060.XSHG,国检集团,GJJT,2016-11-09,2200-01-01,stock
603063.XSHG,禾望电气,HWDQ,2017-07-28,2200-01-01,stock
603066.XSHG,音飞储存,YFCC,2015-06-11,2200-01-01,stock
603067.XSHG,振华股份,ZHGF,2016-09-13,2200-01-01,stock
603068.XSHG,博通集成,BTJC,2019-04-15,2200-01-01,stock
603069.XSHG,海汽集团,HQJT,2016-07-12,2200-01-01,stock
603076.XSHG,乐惠国际,LHGJ,2017-11-13,2200-01-01,stock
603077.XSHG,和邦生物,HBSW,2012-07-31,2200-01-01,stock
603078.XSHG,江化微,JHW,2017-04-10,2200-01-01,stock
603079.XSHG,圣达生物,SDSW,2017-08-23,2200-01-01,stock
603080.XSHG,新疆火炬,XJHJ,2018-01-03,2200-01-01,stock
603081.XSHG,大丰实业,DFSY,2017-04-20,2200-01-01,stock
603083.XSHG,剑桥科技,JQKJ,2017-11-10,2200-01-01,stock
603085.XSHG,天成自控,TCZK,2015-06-30,2200-01-01,stock
603086.XSHG,先达股份,XDGF,2017-05-11,2200-01-01,stock
603088.XSHG,宁波精达,NBJD,2014-11-11,2200-01-01,stock
603089.XSHG,正裕工业,ZYGY,2017-01-26,2200-01-01,stock
603090.XSHG,宏盛股份,HSGF,2016-08-31,2200-01-01,stock
603093.XSHG,南华期货,NHQH,2019-08-30,2200-01-01,stock
603096.XSHG,新经典,XJD,2017-04-25,2200-01-01,stock
603098.XSHG,森特股份,STGF,2016-12-16,2200-01-01,stock
603099.XSHG,长白山,CBS,2014-08-22,2200-01-01,stock
603100.XSHG,川仪股份,CYGF,2014-08-05,2200-01-01,stock
603101.XSHG,汇嘉时代,HJSD,2016-05-06,2200-01-01,stock
603103.XSHG,横店影视,HDYS,2017-10-12,2200-01-01,stock
603105.XSHG,芯能科技,XNKJ,2018-07-09,2200-01-01,stock
603106.XSHG,恒银金融,HYJR,2017-09-20,2200-01-01,stock
603108.XSHG,润达医疗,RDYL,2015-05-27,2200-01-01,stock
603110.XSHG,东方材料,DFCL,2017-10-13,2200-01-01,stock
603111.XSHG,康尼机电,KNJD,2014-08-01,2200-01-01,stock
603113.XSHG,金能科技,JNKJ,2017-05-11,2200-01-01,stock
603115.XSHG,海星股份,HXGF,2019-08-09,2200-01-01,stock
603116.XSHG,红蜻蜓,HQT,2015-06-29,2200-01-01,stock
603117.XSHG,万林物流,WLWL,2015-06-29,2200-01-01,stock
603118.XSHG,共进股份,GJGF,2015-02-25,2200-01-01,stock
603121.XSHG,华培动力,HPDL,2019-01-11,2200-01-01,stock
603123.XSHG,翠微股份,CWGF,2012-05-03,2200-01-01,stock
603126.XSHG,中材节能,ZCJN,2014-07-31,2200-01-01,stock
603127.XSHG,昭衍新药,ZYXY,2017-08-25,2200-01-01,stock
603128.XSHG,华贸物流,HMWL,2012-05-29,2200-01-01,stock
603129.XSHG,春风动力,CFDL,2017-08-18,2200-01-01,stock
603131.XSHG,上海沪工,SHHG,2016-06-07,2200-01-01,stock
603133.XSHG,碳元科技,TYKJ,2017-03-20,2200-01-01,stock
603136.XSHG,天目湖,TMH,2017-09-27,2200-01-01,stock
603138.XSHG,海量数据,HLSJ,2017-03-06,2200-01-01,stock
603139.XSHG,康惠制药,KHZY,2017-04-21,2200-01-01,stock
603156.XSHG,养元饮品,YYYP,2018-02-12,2200-01-01,stock
603157.XSHG,拉夏贝尔,LXBE,2017-09-25,2200-01-01,stock
603158.XSHG,腾龙股份,TLGF,2015-03-20,2200-01-01,stock
603159.XSHG,上海亚虹,SHYH,2016-08-12,2200-01-01,stock
603160.XSHG,汇顶科技,HDKJ,2016-10-17,2200-01-01,stock
603161.XSHG,科华控股,KHKG,2018-01-05,2200-01-01,stock
603165.XSHG,荣晟环保,RSHB,2017-01-17,2200-01-01,stock
603166.XSHG,福达股份,FDGF,2014-11-27,2200-01-01,stock
603167.XSHG,渤海轮渡,BHLD,2012-09-06,2200-01-01,stock
